reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.07769,0.04029351473229650,-0.1519,-0.00344,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01791,0.62821365739028000,-0.05461,0.09042,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.06141,0.11966033049087000,-0.1388,0.01595,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09165,0.02111575808450900,-0.1695,-0.01377,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.03023,0.42815521093534000,-0.04459,0.1051,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09802,0.01344526497747580,-0.1757,-0.02032,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09756,0.01922538516771790,-0.1792,-0.01590,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00046,0.99089016363429000,-0.07886,0.07795,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08032,0.05325721591021570,-0.1618,0.001129,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08434,0.04567776665974470,-0.1671,-0.00162,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.004014,0.92208101495861000,-0.07647,0.08450,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.1270,0.00359956650855758,-0.2125,-0.04156,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04257,0.38861592033078000,-0.1394,0.05425,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.08444,0.06509314161503000,-0.1742,0.005286,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04642,0.33163537545037000,-0.1402,0.04733,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.01220,0.82868253501351000,-0.09834,0.1227,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.05861,0.22941077064258000,-0.1542,0.03700,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.001930,0.96141462544053000,-0.07629,0.08015,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.01275,0.77827275436787000,-0.1016,0.07608,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01468,0.69520744178105000,-0.05881,0.08818,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08810,0.11943381396188000,-0.1990,0.02281,Unstructured
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.002376,0.97113492550361000,-0.1264,0.1311,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.09047,0.10058185567498000,-0.1985,0.01754,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04576,0.19702016418042000,-0.1153,0.02378,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.03963,0.26330787175623000,-0.1091,0.02984,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00612,0.86395123140506000,-0.07622,0.06397,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.05979,0.10343561317246000,-0.1318,0.01219,Toeplitz
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.07769,0.04029351473229650,-0.1519,-0.00344,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01791,0.62821365739028000,-0.05461,0.09042,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.06141,0.11966033049087000,-0.1388,0.01595,Toeplitz
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09165,0.02111575808450900,-0.1695,-0.01377,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.03023,0.42815521093534000,-0.04459,0.1051,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09802,0.01344526497747580,-0.1757,-0.02032,Toeplitz
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09756,0.01922538516771790,-0.1792,-0.01590,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00046,0.99089016363429000,-0.07886,0.07795,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08032,0.05325721591021570,-0.1618,0.001129,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08434,0.04567776665974470,-0.1671,-0.00162,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.004014,0.92208101495861000,-0.07647,0.08450,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.1270,0.00359956650855758,-0.2125,-0.04156,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04257,0.38861592033078000,-0.1394,0.05425,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.08444,0.06509314161503000,-0.1742,0.005286,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04642,0.33163537545037000,-0.1402,0.04733,Toeplitz
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.01220,0.82868253501351000,-0.09834,0.1227,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.05861,0.22941077064258000,-0.1542,0.03700,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.001930,0.96141462544053000,-0.07629,0.08015,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.01275,0.77827275436787000,-0.1016,0.07608,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01468,0.69520744178105000,-0.05881,0.08818,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08810,0.11943381396188000,-0.1990,0.02281,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.002376,0.97113492550361000,-0.1264,0.1311,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.09047,0.10058185567498000,-0.1985,0.01754,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04576,0.19702016418042000,-0.1153,0.02378,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.03963,0.26330787175623000,-0.1091,0.02984,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00612,0.86395123140506000,-0.07622,0.06397,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.05979,0.10343561317246000,-0.1318,0.01219,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.07769,0.04029351473229650,-0.1519,-0.00344,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01791,0.62821365739028000,-0.05461,0.09042,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.06141,0.11966033049087000,-0.1388,0.01595,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09165,0.02111575808450900,-0.1695,-0.01377,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.03023,0.42815521093534000,-0.04459,0.1051,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09802,0.01344526497747580,-0.1757,-0.02032,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09756,0.01922538516771790,-0.1792,-0.01590,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00046,0.99089016363429000,-0.07886,0.07795,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08032,0.05325721591021570,-0.1618,0.001129,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08434,0.04567776665974470,-0.1671,-0.00162,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.004014,0.92208101495861000,-0.07647,0.08450,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.1270,0.00359956650855758,-0.2125,-0.04156,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04257,0.38861592033078000,-0.1394,0.05425,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.08444,0.06509314161503000,-0.1742,0.005286,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04642,0.33163537545037000,-0.1402,0.04733,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.01220,0.82868253501351000,-0.09834,0.1227,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.05861,0.22941077064258000,-0.1542,0.03700,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.001930,0.96141462544053000,-0.07629,0.08015,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.01275,0.77827275436787000,-0.1016,0.07608,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01468,0.69520744178105000,-0.05881,0.08818,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08810,0.11943381396188000,-0.1990,0.02281,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.002376,0.97113492550361000,-0.1264,0.1311,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.09047,0.10058185567498000,-0.1985,0.01754,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04576,0.19702016418042000,-0.1153,0.02378,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.03963,0.26330787175623000,-0.1091,0.02984,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00612,0.86395123140506000,-0.07622,0.06397,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.05979,0.10343561317246000,-0.1318,0.01219,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.07769,0.04029351473229650,-0.1519,-0.00344,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01791,0.62821365739028000,-0.05461,0.09042,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.06141,0.11966033049087000,-0.1388,0.01595,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09165,0.02111575808450900,-0.1695,-0.01377,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.03023,0.42815521093534000,-0.04459,0.1051,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09802,0.01344526497747580,-0.1757,-0.02032,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09756,0.01922538516771790,-0.1792,-0.01590,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00046,0.99089016363429000,-0.07886,0.07795,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08032,0.05325721591021570,-0.1618,0.001129,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08434,0.04567776665974470,-0.1671,-0.00162,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.004014,0.92208101495861000,-0.07647,0.08450,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.1270,0.00359956650855758,-0.2125,-0.04156,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04257,0.38861592033078000,-0.1394,0.05425,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.08444,0.06509314161503000,-0.1742,0.005286,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04642,0.33163537545037000,-0.1402,0.04733,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.01220,0.82868253501351000,-0.09834,0.1227,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.05861,0.22941077064258000,-0.1542,0.03700,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.001930,0.96141462544053000,-0.07629,0.08015,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.01275,0.77827275436787000,-0.1016,0.07608,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01468,0.69520744178105000,-0.05881,0.08818,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08810,0.11943381396188000,-0.1990,0.02281,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.002376,0.97113492550361000,-0.1264,0.1311,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.09047,0.10058185567498000,-0.1985,0.01754,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04576,0.19702016418042000,-0.1153,0.02378,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.03963,0.26330787175623000,-0.1091,0.02984,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00612,0.86395123140506000,-0.07622,0.06397,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.05979,0.10343561317246000,-0.1318,0.01219,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.07769,0.04029351473229650,-0.1519,-0.00344,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01791,0.62821365739028000,-0.05461,0.09042,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.06141,0.11966033049087000,-0.1388,0.01595,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09165,0.02111575808450900,-0.1695,-0.01377,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.03023,0.42815521093534000,-0.04459,0.1051,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09802,0.01344526497747580,-0.1757,-0.02032,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09756,0.01922538516771790,-0.1792,-0.01590,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00046,0.99089016363429000,-0.07886,0.07795,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08032,0.05325721591021570,-0.1618,0.001129,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08434,0.04567776665974470,-0.1671,-0.00162,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.004014,0.92208101495861000,-0.07647,0.08450,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.1270,0.00359956650855758,-0.2125,-0.04156,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04257,0.38861592033078000,-0.1394,0.05425,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.08444,0.06509314161503000,-0.1742,0.005286,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04642,0.33163537545037000,-0.1402,0.04733,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.01220,0.82868253501351000,-0.09834,0.1227,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.05861,0.22941077064258000,-0.1542,0.03700,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.001930,0.96141462544053000,-0.07629,0.08015,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.01275,0.77827275436787000,-0.1016,0.07608,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01468,0.69520744178105000,-0.05881,0.08818,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08810,0.11943381396188000,-0.1990,0.02281,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.002376,0.97113492550361000,-0.1264,0.1311,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.09047,0.10058185567498000,-0.1985,0.01754,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04576,0.19702016418042000,-0.1153,0.02378,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.03963,0.26330787175623000,-0.1091,0.02984,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00612,0.86395123140506000,-0.07622,0.06397,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.05979,0.10343561317246000,-0.1318,0.01219,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.07769,0.04029351473229650,-0.1519,-0.00344,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01791,0.62821365739028000,-0.05461,0.09042,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.06141,0.11966033049087000,-0.1388,0.01595,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09165,0.02111575808450900,-0.1695,-0.01377,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.03023,0.42815521093534000,-0.04459,0.1051,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09802,0.01344526497747580,-0.1757,-0.02032,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.09756,0.01922538516771790,-0.1792,-0.01590,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.00046,0.99089016363429000,-0.07886,0.07795,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08032,0.05325721591021570,-0.1618,0.001129,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08434,0.04567776665974470,-0.1671,-0.00162,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.004014,0.92208101495861000,-0.07647,0.08450,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.1270,0.00359956650855758,-0.2125,-0.04156,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04257,0.38861592033078000,-0.1394,0.05425,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.08444,0.06509314161503000,-0.1742,0.005286,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.04642,0.33163537545037000,-0.1402,0.04733,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.01220,0.82868253501351000,-0.09834,0.1227,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.05861,0.22941077064258000,-0.1542,0.03700,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.001930,0.96141462544053000,-0.07629,0.08015,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.01275,0.77827275436787000,-0.1016,0.07608,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),0.01468,0.69520744178105000,-0.05881,0.08818,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),-0.08810,0.11943381396188000,-0.1990,0.02281,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,RBC,Erythrocytes (TI/L),0.002376,0.97113492550361000,-0.1264,0.1311,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,RBC,Erythrocytes (TI/L),-0.09047,0.10058185567498000,-0.1985,0.01754,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,POLYCHR,Polychromasia,0,,,,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,POLYCHR,Polychromasia,0,,,,Toeplitz
